No;Destination;Origin;Product;Year;dist_km;Euros
19860;FR;BE;4;2010;478.9428422;533603397
19861;BE;FR;4;2010;478.9428422;738311441
19862;FR;BE;5;2010;478.9428422;13440467
19863;BE;FR;5;2010;478.9428422;12697876
19864;FR;BE;6;2010;478.9428422;163248872
19865;BE;FR;6;2010;478.9428422;10823068
19866;FR;BE;7;2010;478.9428422;416088695
19867;BE;FR;7;2010;478.9428422;285882697
19868;FR;BE;8;2010;478.9428422;244167458
19869;BE;FR;8;2010;478.9428422;142194972
19870;FR;BE;9;2010;478.9428422;261304484
19871;BE;FR;9;2010;478.9428422;26161378
19872;FR;BE;10;2010;478.9428422;80410657
19873;BE;FR;10;2010;478.9428422;602486367
19874;FR;BE;11;2010;478.9428422;77724485
19875;BE;FR;11;2010;478.9428422;211105747
19876;FR;BE;12;2010;478.9428422;89978141
19877;BE;FR;12;2010;478.9428422;310541436
19878;FR;BE;13;2010;478.9428422;6703671
19879;BE;FR;13;2010;478.9428422;8091324
19880;FR;BE;14;2010;478.9428422;2180083
19881;BE;FR;14;2010;478.9428422;2610600
19882;FR;BE;15;2010;478.9428422;385120250
19883;BE;FR;15;2010;478.9428422;287670220
19884;FR;BE;16;2010;478.9428422;159885748
19885;BE;FR;16;2010;478.9428422;165127126
19886;FR;BE;17;2010;478.9428422;168244340
19887;BE;FR;17;2010;478.9428422;248409438
19888;FR;BE;18;2010;478.9428422;530171392
19889;BE;FR;18;2010;478.9428422;248880869
19890;FR;BE;19;2010;478.9428422;426571495
19891;BE;FR;19;2010;478.9428422;411945138
19892;FR;BE;20;2010;478.9428422;551947212
19893;BE;FR;20;2010;478.9428422;226706109
20048;FR;BE;1;2011;478.9428422;38888463
20049;BE;FR;1;2011;478.9428422;132365516
20050;FR;BE;2;2011;478.9428422;559452699
20051;BE;FR;2;2011;478.9428422;274472857
20052;FR;BE;3;2011;478.9428422;265033295
20053;BE;FR;3;2011;478.9428422;119246278
20054;FR;BE;4;2011;478.9428422;547722651
20055;BE;FR;4;2011;478.9428422;826297438
20056;FR;BE;5;2011;478.9428422;17066994
20057;BE;FR;5;2011;478.9428422;17722367
20058;FR;BE;6;2011;478.9428422;141007937
20059;BE;FR;6;2011;478.9428422;8864802
20060;FR;BE;7;2011;478.9428422;388137774
20061;BE;FR;7;2011;478.9428422;338979169
20062;FR;BE;8;2011;478.9428422;266503811
20063;BE;FR;8;2011;478.9428422;147638173
20064;FR;BE;9;2011;478.9428422;360059799
20065;BE;FR;9;2011;478.9428422;28013555
20066;FR;BE;10;2011;478.9428422;84319580
20067;BE;FR;10;2011;478.9428422;789423248
20068;FR;BE;11;2011;478.9428422;94077698
20069;BE;FR;11;2011;478.9428422;248989705
20070;FR;BE;12;2011;478.9428422;84791944
20071;BE;FR;12;2011;478.9428422;445473539
20072;FR;BE;13;2011;478.9428422;8602683
20073;BE;FR;13;2011;478.9428422;9268239
20074;FR;BE;14;2011;478.9428422;2423751
20075;BE;FR;14;2011;478.9428422;3328898
20076;FR;BE;15;2011;478.9428422;473159692
20077;BE;FR;15;2011;478.9428422;456690188
20078;FR;BE;16;2011;478.9428422;168906482
20079;BE;FR;16;2011;478.9428422;170585778
20080;FR;BE;17;2011;478.9428422;178003846
20081;BE;FR;17;2011;478.9428422;284165324
20082;FR;BE;18;2011;478.9428422;603108211
20083;BE;FR;18;2011;478.9428422;240019891
20084;FR;BE;19;2011;478.9428422;486727100
20085;BE;FR;19;2011;478.9428422;480591645
20086;FR;BE;20;2011;478.9428422;601357397
20087;BE;FR;20;2011;478.9428422;259454353
20242;FR;BE;1;2012;478.9428422;41747486
20243;BE;FR;1;2012;478.9428422;160673324
20244;FR;BE;2;2012;478.9428422;537557951
20245;BE;FR;2;2012;478.9428422;265233103
20246;FR;BE;3;2012;478.9428422;188649371
20247;BE;FR;3;2012;478.9428422;118992779
20248;FR;BE;4;2012;478.9428422;526000915
20249;BE;FR;4;2012;478.9428422;815933716
20250;FR;BE;5;2012;478.9428422;17269074
20251;BE;FR;5;2012;478.9428422;18639877
20252;FR;BE;6;2012;478.9428422;118918212
20253;BE;FR;6;2012;478.9428422;10095346
20254;FR;BE;7;2012;478.9428422;467982094
20255;BE;FR;7;2012;478.9428422;387807375
20256;FR;BE;8;2012;478.9428422;347925860
20257;BE;FR;8;2012;478.9428422;171224751
20258;FR;BE;9;2012;478.9428422;315279894
20259;BE;FR;9;2012;478.9428422;33378006
20260;FR;BE;10;2012;478.9428422;77099988
20261;BE;FR;10;2012;478.9428422;960169637
20262;FR;BE;11;2012;478.9428422;90280320
20263;BE;FR;11;2012;478.9428422;283353057
20264;FR;BE;12;2012;478.9428422;94729137
20265;BE;FR;12;2012;478.9428422;375565583
20266;FR;BE;13;2012;478.9428422;9961102
20267;BE;FR;13;2012;478.9428422;11454477
20268;FR;BE;14;2012;478.9428422;2443030
20269;BE;FR;14;2012;478.9428422;4401020
20270;FR;BE;15;2012;478.9428422;398246337
20271;BE;FR;15;2012;478.9428422;324572080
20272;FR;BE;16;2012;478.9428422;169278348
20273;BE;FR;16;2012;478.9428422;171710141
20274;FR;BE;17;2012;478.9428422;190704038
20275;BE;FR;17;2012;478.9428422;366223439
20276;FR;BE;18;2012;478.9428422;517850169
20277;BE;FR;18;2012;478.9428422;195473873
20278;FR;BE;19;2012;478.9428422;500915698
20279;BE;FR;19;2012;478.9428422;484611548
20280;FR;BE;20;2012;478.9428422;613491236
20281;BE;FR;20;2012;478.9428422;270543052
20436;FR;BE;1;2013;478.9428422;41949225
20437;BE;FR;1;2013;478.9428422;186523393
20438;FR;BE;2;2013;478.9428422;557394305
20439;BE;FR;2;2013;478.9428422;261714433
20440;FR;BE;3;2013;478.9428422;180855279
20441;BE;FR;3;2013;478.9428422;136458085
20442;FR;BE;4;2013;478.9428422;631528481
20443;BE;FR;4;2013;478.9428422;819994651
20444;FR;BE;5;2013;478.9428422;23005633
20445;BE;FR;5;2013;478.9428422;21266520
20446;FR;BE;6;2013;478.9428422;127988459
20447;BE;FR;6;2013;478.9428422;11961367
20448;FR;BE;7;2013;478.9428422;525961095
20449;BE;FR;7;2013;478.9428422;462691724
20450;FR;BE;8;2013;478.9428422;423934636
20451;BE;FR;8;2013;478.9428422;182643020
20452;FR;BE;9;2013;478.9428422;151195722
20453;BE;FR;9;2013;478.9428422;34462952
20454;FR;BE;10;2013;478.9428422;86397971
20455;BE;FR;10;2013;478.9428422;1057011224
20456;FR;BE;11;2013;478.9428422;89758165
20457;BE;FR;11;2013;478.9428422;300497096
20458;FR;BE;12;2013;478.9428422;97433151
20459;BE;FR;12;2013;478.9428422;189380663
20460;FR;BE;13;2013;478.9428422;17363302
20461;BE;FR;13;2013;478.9428422;10647888
20462;FR;BE;14;2013;478.9428422;2362804
20463;BE;FR;14;2013;478.9428422;4249668
20464;FR;BE;15;2013;478.9428422;384331630
20465;BE;FR;15;2013;478.9428422;330890812
20466;FR;BE;16;2013;478.9428422;182102928
20467;BE;FR;16;2013;478.9428422;183236276
20468;FR;BE;17;2013;478.9428422;178598524
20469;BE;FR;17;2013;478.9428422;339439037
20470;FR;BE;18;2013;478.9428422;527923012
20471;BE;FR;18;2013;478.9428422;193913678
20472;FR;BE;19;2013;478.9428422;553004197
20473;BE;FR;19;2013;478.9428422;464443289
20474;FR;BE;20;2013;478.9428422;674099229
20475;BE;FR;20;2013;478.9428422;274905440
20630;FR;BE;1;2014;478.9428422;48495845
20631;BE;FR;1;2014;478.9428422;154747954
20632;FR;BE;2;2014;478.9428422;553743919
20633;BE;FR;2;2014;478.9428422;251450498
20634;FR;BE;3;2014;478.9428422;195485478
20635;BE;FR;3;2014;478.9428422;147681527
20636;FR;BE;4;2014;478.9428422;687918680
20637;BE;FR;4;2014;478.9428422;844496056
20638;FR;BE;5;2014;478.9428422;23516015
20639;BE;FR;5;2014;478.9428422;21018537
20640;FR;BE;6;2014;478.9428422;142564632
20641;BE;FR;6;2014;478.9428422;10068314
20642;FR;BE;7;2014;478.9428422;506664623
20643;BE;FR;7;2014;478.9428422;417999619
20644;FR;BE;8;2014;478.9428422;401528528
20645;BE;FR;8;2014;478.9428422;187723047
20646;FR;BE;9;2014;478.9428422;217386714
20647;BE;FR;9;2014;478.9428422;36063858
20648;FR;BE;10;2014;478.9428422;94343628
20649;BE;FR;10;2014;478.9428422;801311342
20650;FR;BE;11;2014;478.9428422;87627285
20651;BE;FR;11;2014;478.9428422;249745833
20652;FR;BE;12;2014;478.9428422;112186447
20653;BE;FR;12;2014;478.9428422;375815141
20654;FR;BE;13;2014;478.9428422;16579237
20655;BE;FR;13;2014;478.9428422;9336355
20656;FR;BE;14;2014;478.9428422;2696691
20657;BE;FR;14;2014;478.9428422;3153940
20658;FR;BE;15;2014;478.9428422;316164480
20659;BE;FR;15;2014;478.9428422;300311153
20660;FR;BE;16;2014;478.9428422;174908092
20661;BE;FR;16;2014;478.9428422;177982400
20662;FR;BE;17;2014;478.9428422;174346943
20663;BE;FR;17;2014;478.9428422;286647695
20664;FR;BE;18;2014;478.9428422;570274142
20665;BE;FR;18;2014;478.9428422;229886304
20666;FR;BE;19;2014;478.9428422;527986468
20667;BE;FR;19;2014;478.9428422;459054361
20668;FR;BE;20;2014;478.9428422;702613540
20669;BE;FR;20;2014;478.9428422;249755800
20824;FR;BE;1;2015;478.9428422;52127387
20825;BE;FR;1;2015;478.9428422;149893215
20826;FR;BE;2;2015;478.9428422;545531556
20827;BE;FR;2;2015;478.9428422;261234259
20828;FR;BE;3;2015;478.9428422;215799304
20829;BE;FR;3;2015;478.9428422;140828608
20830;FR;BE;4;2015;478.9428422;603808756
20831;BE;FR;4;2015;478.9428422;781642661
20832;FR;BE;5;2015;478.9428422;25674806
20833;BE;FR;5;2015;478.9428422;20963403
20834;FR;BE;6;2015;478.9428422;145220682
20835;BE;FR;6;2015;478.9428422;8572513
20836;FR;BE;7;2015;478.9428422;534011518
20837;BE;FR;7;2015;478.9428422;440159352
20838;FR;BE;8;2015;478.9428422;475441537
20839;BE;FR;8;2015;478.9428422;204169798
20840;FR;BE;9;2015;478.9428422;247542028
20841;BE;FR;9;2015;478.9428422;32640082
20842;FR;BE;10;2015;478.9428422;104572327
20843;BE;FR;10;2015;478.9428422;789887139
20844;FR;BE;11;2015;478.9428422;84857295
20845;BE;FR;11;2015;478.9428422;247789941
20846;FR;BE;12;2015;478.9428422;86860626
20847;BE;FR;12;2015;478.9428422;284792176
20848;FR;BE;13;2015;478.9428422;13911261
20849;BE;FR;13;2015;478.9428422;10069598
20850;FR;BE;14;2015;478.9428422;3672715
20851;BE;FR;14;2015;478.9428422;3463861
20852;FR;BE;15;2015;478.9428422;324876465
20853;BE;FR;15;2015;478.9428422;271677790
20854;FR;BE;16;2015;478.9428422;182969983
20855;BE;FR;16;2015;478.9428422;173222650
20856;FR;BE;17;2015;478.9428422;167993805
20857;BE;FR;17;2015;478.9428422;217008744
20858;FR;BE;18;2015;478.9428422;703829329
20859;BE;FR;18;2015;478.9428422;355760903
20860;FR;BE;19;2015;478.9428422;592111248
20861;BE;FR;19;2015;478.9428422;464824952
20862;FR;BE;20;2015;478.9428422;670653963
20863;BE;FR;20;2015;478.9428422;256451906
21018;FR;BE;1;2016;478.9428422;46369319
21019;BE;FR;1;2016;478.9428422;164075237
21020;FR;BE;2;2016;478.9428422;553383529
21021;BE;FR;2;2016;478.9428422;245549432
21022;FR;BE;3;2016;478.9428422;234465678
21023;BE;FR;3;2016;478.9428422;140385290
21024;FR;BE;4;2016;478.9428422;616199950
21025;BE;FR;4;2016;478.9428422;757278149
21026;FR;BE;5;2016;478.9428422;23857048
21027;BE;FR;5;2016;478.9428422;22545731
21028;FR;BE;6;2016;478.9428422;150274924
21029;BE;FR;6;2016;478.9428422;7992930
21030;FR;BE;7;2016;478.9428422;562350081
21031;BE;FR;7;2016;478.9428422;520961607
21032;FR;BE;8;2016;478.9428422;548198322
21033;BE;FR;8;2016;478.9428422;215182596
21034;FR;BE;9;2016;478.9428422;242713300
21035;BE;FR;9;2016;478.9428422;33267327
21036;FR;BE;10;2016;478.9428422;108521619
21037;BE;FR;10;2016;478.9428422;755324777
21038;FR;BE;11;2016;478.9428422;85002552
21039;BE;FR;11;2016;478.9428422;273461123
21040;FR;BE;12;2016;478.9428422;100106306
21041;BE;FR;12;2016;478.9428422;394340403
21042;FR;BE;13;2016;478.9428422;15420733
21043;BE;FR;13;2016;478.9428422;18269831
21044;FR;BE;14;2016;478.9428422;5301048
21045;BE;FR;14;2016;478.9428422;2969283
21046;FR;BE;15;2016;478.9428422;343957319
21047;BE;FR;15;2016;478.9428422;350575979
21048;FR;BE;16;2016;478.9428422;183867912
21049;BE;FR;16;2016;478.9428422;177283212
21050;FR;BE;17;2016;478.9428422;180354442
21051;BE;FR;17;2016;478.9428422;318499568
21052;FR;BE;18;2016;478.9428422;710158386
21053;BE;FR;18;2016;478.9428422;596267483
21054;FR;BE;19;2016;478.9428422;686686835
21055;BE;FR;19;2016;478.9428422;494846835
21056;FR;BE;20;2016;478.9428422;812979542
21057;BE;FR;20;2016;478.9428422;227115436
21212;IT;AT;1;2007;482.1950499;49797527
21213;AT;IT;1;2007;482.1950499;161262
21214;IT;AT;2;2007;482.1950499;232820523
21215;AT;IT;2;2007;482.1950499;51013636
21216;IT;AT;3;2007;482.1950499;474019
21217;AT;IT;3;2007;482.1950499;11168338
21218;IT;AT;4;2007;482.1950499;196464225
21219;AT;IT;4;2007;482.1950499;46687742
21220;IT;AT;5;2007;482.1950499;2360540
21221;AT;IT;5;2007;482.1950499;6566714
21222;IT;AT;6;2007;482.1950499;1683490
21223;AT;IT;6;2007;482.1950499;18376485
21224;IT;AT;7;2007;482.1950499;9623080
21225;AT;IT;7;2007;482.1950499;69862719
21226;IT;AT;8;2007;482.1950499;21368925
21227;AT;IT;8;2007;482.1950499;92419445
21228;IT;AT;9;2007;482.1950499;9650744
21229;AT;IT;9;2007;482.1950499;36916783
21230;IT;AT;10;2007;482.1950499;163969122
21231;AT;IT;10;2007;482.1950499;20268101
21232;IT;AT;11;2007;482.1950499;18878281
21233;AT;IT;11;2007;482.1950499;1698982
21234;IT;AT;12;2007;482.1950499;22113165
21235;AT;IT;12;2007;482.1950499;24216583
21236;IT;AT;13;2007;482.1950499;177342
21237;AT;IT;13;2007;482.1950499;2649491
21238;IT;AT;14;2007;482.1950499;65927
21239;AT;IT;14;2007;482.1950499;202877
21240;IT;AT;15;2007;482.1950499;17179037
21241;AT;IT;15;2007;482.1950499;32125875
21242;IT;AT;16;2007;482.1950499;5326241
21243;AT;IT;16;2007;482.1950499;29092332
21244;IT;AT;17;2007;482.1950499;32793800
21245;AT;IT;17;2007;482.1950499;6759371
21246;IT;AT;18;2007;482.1950499;13252527
21247;AT;IT;18;2007;482.1950499;11058058
21248;IT;AT;19;2007;482.1950499;55680144
21249;AT;IT;19;2007;482.1950499;62317699
21250;IT;AT;20;2007;482.1950499;82965132
21251;AT;IT;20;2007;482.1950499;69360375
21406;IT;AT;1;2008;482.1950499;48053159
21407;AT;IT;1;2008;482.1950499;815764
21408;IT;AT;2;2008;482.1950499;243658879
21409;AT;IT;2;2008;482.1950499;58190883
21410;IT;AT;3;2008;482.1950499;335164
21411;AT;IT;3;2008;482.1950499;10191303
21412;IT;AT;4;2008;482.1950499;210526378
21413;AT;IT;4;2008;482.1950499;49472749
21414;IT;AT;5;2008;482.1950499;2844621
21415;AT;IT;5;2008;482.1950499;6325176
21416;IT;AT;6;2008;482.1950499;1626954
21417;AT;IT;6;2008;482.1950499;16924964
21418;IT;AT;7;2008;482.1950499;7822252
21419;AT;IT;7;2008;482.1950499;72294576
21420;IT;AT;8;2008;482.1950499;29388285
21421;AT;IT;8;2008;482.1950499;105872211
21422;IT;AT;9;2008;482.1950499;14054731
21423;AT;IT;9;2008;482.1950499;37104971
21424;IT;AT;10;2008;482.1950499;159157942
21425;AT;IT;10;2008;482.1950499;29637298
21426;IT;AT;11;2008;482.1950499;28330261
21427;AT;IT;11;2008;482.1950499;2714397
21428;IT;AT;12;2008;482.1950499;23741317
21429;AT;IT;12;2008;482.1950499;37178998
21430;IT;AT;13;2008;482.1950499;89820
21431;AT;IT;13;2008;482.1950499;1947264
21432;IT;AT;14;2008;482.1950499;108764
21433;AT;IT;14;2008;482.1950499;113483
21434;IT;AT;15;2008;482.1950499;19879842
21435;AT;IT;15;2008;482.1950499;47476933
21436;IT;AT;16;2008;482.1950499;7093192
21437;AT;IT;16;2008;482.1950499;30712440
21438;IT;AT;17;2008;482.1950499;24392415
21439;AT;IT;17;2008;482.1950499;7378545
21440;IT;AT;18;2008;482.1950499;12736253
21441;AT;IT;18;2008;482.1950499;10061112
21442;IT;AT;19;2008;482.1950499;63867785
21443;AT;IT;19;2008;482.1950499;72493635
21444;IT;AT;20;2008;482.1950499;87372289
21445;AT;IT;20;2008;482.1950499;81762037
21600;IT;AT;1;2009;482.1950499;42324111
21601;AT;IT;1;2009;482.1950499;488718
21602;IT;AT;2;2009;482.1950499;242174425
21603;AT;IT;2;2009;482.1950499;63520442
21604;IT;AT;3;2009;482.1950499;479111
21605;AT;IT;3;2009;482.1950499;12652006
21606;IT;AT;4;2009;482.1950499;178023268
21607;AT;IT;4;2009;482.1950499;50328059
21608;IT;AT;5;2009;482.1950499;3656224
21609;AT;IT;5;2009;482.1950499;5094233
21610;IT;AT;6;2009;482.1950499;1250775
21611;AT;IT;6;2009;482.1950499;16373835
21612;IT;AT;7;2009;482.1950499;7792840
21613;AT;IT;7;2009;482.1950499;89155915
21614;IT;AT;8;2009;482.1950499;15729802
21615;AT;IT;8;2009;482.1950499;101082601
21616;IT;AT;9;2009;482.1950499;11547358
21617;AT;IT;9;2009;482.1950499;45060031
21618;IT;AT;10;2009;482.1950499;129668321
21619;AT;IT;10;2009;482.1950499;21908725
21620;IT;AT;11;2009;482.1950499;18955544
21621;AT;IT;11;2009;482.1950499;2750476
21622;IT;AT;12;2009;482.1950499;19448071
21623;AT;IT;12;2009;482.1950499;30996389
21624;IT;AT;13;2009;482.1950499;334486
21625;AT;IT;13;2009;482.1950499;924144
21626;IT;AT;14;2009;482.1950499;69537
21627;AT;IT;14;2009;482.1950499;107959
21628;IT;AT;15;2009;482.1950499;18212134
21629;AT;IT;15;2009;482.1950499;37779027
21630;IT;AT;16;2009;482.1950499;9314919
21631;AT;IT;16;2009;482.1950499;28185354
21632;IT;AT;17;2009;482.1950499;17139340
21633;AT;IT;17;2009;482.1950499;8134709
21634;IT;AT;18;2009;482.1950499;10898758
21635;AT;IT;18;2009;482.1950499;12098232
21636;IT;AT;19;2009;482.1950499;61147227
21637;AT;IT;19;2009;482.1950499;93403439
21638;IT;AT;20;2009;482.1950499;71309925
21639;AT;IT;20;2009;482.1950499;67149001
21793;IT;AT;1;2010;482.1950499;43871450
21794;AT;IT;1;2010;482.1950499;770546
21795;IT;AT;2;2010;482.1950499;239722302
21796;AT;IT;2;2010;482.1950499;65456917
21797;IT;AT;3;2010;482.1950499;687709
21798;AT;IT;3;2010;482.1950499;13215236
21799;IT;AT;4;2010;482.1950499;205617038
21800;AT;IT;4;2010;482.1950499;53902827
21801;IT;AT;5;2010;482.1950499;4375088
21802;AT;IT;5;2010;482.1950499;4755406
21803;IT;AT;6;2010;482.1950499;1390949
21804;AT;IT;6;2010;482.1950499;16159521
21805;IT;AT;7;2010;482.1950499;8704901
21806;AT;IT;7;2010;482.1950499;121795995
21807;IT;AT;8;2010;482.1950499;12610234
21808;AT;IT;8;2010;482.1950499;127915535
21809;IT;AT;9;2010;482.1950499;10399739
21810;AT;IT;9;2010;482.1950499;42625901
21811;IT;AT;10;2010;482.1950499;172944067
21812;AT;IT;10;2010;482.1950499;16366694
21813;IT;AT;11;2010;482.1950499;21682524
21814;AT;IT;11;2010;482.1950499;3712759
21815;IT;AT;12;2010;482.1950499;20319653
21816;AT;IT;12;2010;482.1950499;31907401
21817;IT;AT;13;2010;482.1950499;270126
21818;AT;IT;13;2010;482.1950499;787087
21819;IT;AT;14;2010;482.1950499;26013
21820;AT;IT;14;2010;482.1950499;101440
21821;IT;AT;15;2010;482.1950499;34545282
21822;AT;IT;15;2010;482.1950499;45346063
21823;IT;AT;16;2010;482.1950499;13472734
21824;AT;IT;16;2010;482.1950499;28468435
21825;IT;AT;17;2010;482.1950499;18103950
21826;AT;IT;17;2010;482.1950499;8804330
21827;IT;AT;18;2010;482.1950499;11614895
21828;AT;IT;18;2010;482.1950499;12439556
21829;IT;AT;19;2010;482.1950499;71522340
21830;AT;IT;19;2010;482.1950499;81585541
21831;IT;AT;20;2010;482.1950499;73884571
21832;AT;IT;20;2010;482.1950499;84574634
21987;IT;AT;1;2011;482.1950499;42918108
21988;AT;IT;1;2011;482.1950499;575361
21989;IT;AT;2;2011;482.1950499;238651145
21990;AT;IT;2;2011;482.1950499;62620091
21991;IT;AT;3;2011;482.1950499;2801585
21992;AT;IT;3;2011;482.1950499;13369890
21993;IT;AT;4;2011;482.1950499;242118506
21994;AT;IT;4;2011;482.1950499;57082933
21995;IT;AT;5;2011;482.1950499;4168885
21996;AT;IT;5;2011;482.1950499;3272537
21997;IT;AT;6;2011;482.1950499;1600149
21998;AT;IT;6;2011;482.1950499;19745759
21999;IT;AT;7;2011;482.1950499;8978311
22000;AT;IT;7;2011;482.1950499;117973242
22001;IT;AT;8;2011;482.1950499;11703938
22002;AT;IT;8;2011;482.1950499;129635974
22003;IT;AT;9;2011;482.1950499;14318114
22004;AT;IT;9;2011;482.1950499;58967788
22005;IT;AT;10;2011;482.1950499;202108937
22006;AT;IT;10;2011;482.1950499;18928395
22007;IT;AT;11;2011;482.1950499;34865249
22008;AT;IT;11;2011;482.1950499;4220034
22009;IT;AT;12;2011;482.1950499;16497343
22010;AT;IT;12;2011;482.1950499;30413272
22011;IT;AT;13;2011;482.1950499;457568
22012;AT;IT;13;2011;482.1950499;1338570
22013;IT;AT;14;2011;482.1950499;170777
22014;AT;IT;14;2011;482.1950499;132936
22015;IT;AT;15;2011;482.1950499;50255972
22016;AT;IT;15;2011;482.1950499;58386704
22017;IT;AT;16;2011;482.1950499;14460607
22018;AT;IT;16;2011;482.1950499;30676583
22019;IT;AT;17;2011;482.1950499;15690558
22020;AT;IT;17;2011;482.1950499;11384713
22021;IT;AT;18;2011;482.1950499;13876867
22022;AT;IT;18;2011;482.1950499;15991174
22023;IT;AT;19;2011;482.1950499;85969960
22024;AT;IT;19;2011;482.1950499;88616504
22025;IT;AT;20;2011;482.1950499;82099243
22026;AT;IT;20;2011;482.1950499;87111971
22181;IT;AT;1;2012;482.1950499;39914012
22182;AT;IT;1;2012;482.1950499;1376743
22183;IT;AT;2;2012;482.1950499;223857957
22184;AT;IT;2;2012;482.1950499;67705615
22185;IT;AT;3;2012;482.1950499;2148278
22186;AT;IT;3;2012;482.1950499;14154514
22187;IT;AT;4;2012;482.1950499;263110453
22188;AT;IT;4;2012;482.1950499;70474485
22189;IT;AT;5;2012;482.1950499;3950131
22190;AT;IT;5;2012;482.1950499;3158691
22191;IT;AT;6;2012;482.1950499;1966592
22192;AT;IT;6;2012;482.1950499;18274081
22193;IT;AT;7;2012;482.1950499;10765182
22194;AT;IT;7;2012;482.1950499;122441583
22195;IT;AT;8;2012;482.1950499;12668065
22196;AT;IT;8;2012;482.1950499;131670890
22197;IT;AT;9;2012;482.1950499;11014922
22198;AT;IT;9;2012;482.1950499;72247750
22199;IT;AT;10;2012;482.1950499;240684623
22200;AT;IT;10;2012;482.1950499;21856019
22201;IT;AT;11;2012;482.1950499;35128785
22202;AT;IT;11;2012;482.1950499;4710522
22203;IT;AT;12;2012;482.1950499;21198588
22204;AT;IT;12;2012;482.1950499;36713388
22205;IT;AT;13;2012;482.1950499;324655
22206;AT;IT;13;2012;482.1950499;923880
22207;IT;AT;14;2012;482.1950499;14465
22208;AT;IT;14;2012;482.1950499;157109
22209;IT;AT;15;2012;482.1950499;36614589
22210;AT;IT;15;2012;482.1950499;51681940
22211;IT;AT;16;2012;482.1950499;16178848
22212;AT;IT;16;2012;482.1950499;34187011
22213;IT;AT;17;2012;482.1950499;47140496
22214;AT;IT;17;2012;482.1950499;11814391
22215;IT;AT;18;2012;482.1950499;15027079
22216;AT;IT;18;2012;482.1950499;17358507
22217;IT;AT;19;2012;482.1950499;95099027
22218;AT;IT;19;2012;482.1950499;97908901
22219;IT;AT;20;2012;482.1950499;85582433
22220;AT;IT;20;2012;482.1950499;92374689
22374;IT;AT;1;2013;482.1950499;41146366
22375;AT;IT;1;2013;482.1950499;710998
22376;IT;AT;2;2013;482.1950499;212161169
22377;AT;IT;2;2013;482.1950499;72928551
22378;IT;AT;3;2013;482.1950499;887276
22379;AT;IT;3;2013;482.1950499;18353442
22380;IT;AT;4;2013;482.1950499;285509206
22381;AT;IT;4;2013;482.1950499;63441668
22382;IT;AT;5;2013;482.1950499;4671520
22383;AT;IT;5;2013;482.1950499;2745530
22384;IT;AT;6;2013;482.1950499;1756036
22385;AT;IT;6;2013;482.1950499;20832825
22386;IT;AT;7;2013;482.1950499;16008336
22387;AT;IT;7;2013;482.1950499;123658714
22388;IT;AT;8;2013;482.1950499;14400792
22389;AT;IT;8;2013;482.1950499;131700304
22390;IT;AT;9;2013;482.1950499;13046434
22391;AT;IT;9;2013;482.1950499;70609450
22392;IT;AT;10;2013;482.1950499;247828122
22393;AT;IT;10;2013;482.1950499;17578339
22394;IT;AT;11;2013;482.1950499;35889944
22395;AT;IT;11;2013;482.1950499;5218264
22396;IT;AT;12;2013;482.1950499;13560971
22397;AT;IT;12;2013;482.1950499;28998987
22398;IT;AT;13;2013;482.1950499;224030
22399;AT;IT;13;2013;482.1950499;758888
22400;IT;AT;14;2013;482.1950499;44664
22401;AT;IT;14;2013;482.1950499;51438
22402;IT;AT;15;2013;482.1950499;33872576
22403;AT;IT;15;2013;482.1950499;37650491
22404;IT;AT;16;2013;482.1950499;16165741
22405;AT;IT;16;2013;482.1950499;35940655
22406;IT;AT;17;2013;482.1950499;32570992
22407;AT;IT;17;2013;482.1950499;9998030
22408;IT;AT;18;2013;482.1950499;18550116
22409;AT;IT;18;2013;482.1950499;16940035
22410;IT;AT;19;2013;482.1950499;109026983
22411;AT;IT;19;2013;482.1950499;96012529
22412;IT;AT;20;2013;482.1950499;86471619
22413;AT;IT;20;2013;482.1950499;89021566
22567;IT;AT;1;2014;482.1950499;42420868
22568;AT;IT;1;2014;482.1950499;508481
22569;IT;AT;2;2014;482.1950499;223424487
22570;AT;IT;2;2014;482.1950499;78216944
22571;IT;AT;3;2014;482.1950499;1236655
22572;AT;IT;3;2014;482.1950499;19840565
22573;IT;AT;4;2014;482.1950499;281525578
22574;AT;IT;4;2014;482.1950499;69311961
22575;IT;AT;5;2014;482.1950499;5845524
22576;AT;IT;5;2014;482.1950499;3549725
22577;IT;AT;6;2014;482.1950499;2014763
22578;AT;IT;6;2014;482.1950499;18056486
22579;IT;AT;7;2014;482.1950499;12010848
22580;AT;IT;7;2014;482.1950499;118918101
22581;IT;AT;8;2014;482.1950499;14384573
22582;AT;IT;8;2014;482.1950499;116665024
22583;IT;AT;9;2014;482.1950499;13787689
22584;AT;IT;9;2014;482.1950499;67170798
22585;IT;AT;10;2014;482.1950499;251406076
22586;AT;IT;10;2014;482.1950499;20564688
22587;IT;AT;11;2014;482.1950499;41158171
22588;AT;IT;11;2014;482.1950499;3443945
22589;IT;AT;12;2014;482.1950499;11311761
22590;AT;IT;12;2014;482.1950499;23289140
22591;IT;AT;13;2014;482.1950499;240324
22592;AT;IT;13;2014;482.1950499;672553
22593;IT;AT;14;2014;482.1950499;5070
22594;AT;IT;14;2014;482.1950499;52886
22595;IT;AT;15;2014;482.1950499;32876241
